UNITID,OPEID,INSTNM,CITY,Year,UGDS,MAIN,NUMBRANCH,HIGHDEG,REGION,LOCALE,LOCALE2,CCSIZSET,PCTPELL,AVGFACSAL,PFTFAC,PRGMOFR,BOOKSUPPLY,ROOMBOARD_ON,ROOMBOARD_OFF,OTHEREXPENSE_ON,OTHEREXPENSE_OFF,ADMCON7,MDCOST_ALL,MDEARN_ALL,UGDS_WOMEN,UGDS_MEN,ADM_RATE,SAT_AVG,ACTCMMID,RET_FT4,C150_4,MD_EARN_WNE_P10,TUITIONFEE_IN,TUITIONFEE_OUT,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,OPENADMP,won,lost,tied,notes,win_percentage
217864,00342300,Citadel Military College of South Carolina,Charleston,1996,1967.0,1,1,4,5,,,,,5196.0,,,,,,,,,,,0.0117,0.9883,,,,,,,,,,,,,,6.0,5.0,,,0.5454545454545454
217882,00342500,Clemson University,Clemson,1996,12520.0,1,1,4,5,,,,,5896.0,,,,,,,,,,,0.4507,0.5493,,,,,,,,,,,,,,7.0,5.0,,,0.5833333333333334
218070,00343400,Furman University,Greenville,1996,2455.0,1,1,4,5,,,,,5375.0,,,,,,,,,,,0.5454,0.4546,,,,,,,,,,,,,,9.0,4.0,,(I-AA play not counted),0.6923076923076923
220862,00350900,University of Memphis,Memphis,1996,14153.0,1,1,4,5,,,,,5569.0,,,,,,,,,,,0.5746,0.4254,,,,,,,,,,,,,,4.0,7.0,,,0.36363636363636365
220978,00351000,Middle Tennessee State University,Murfreesboro,1996,15880.0,1,1,4,5,,,,,4881.0,,,,,,,,,,,0.5457,0.4543,,,,,,,,,,,,,,6.0,5.0,,(Lower division play not counted),0.5454545454545454
221759,00353000,The University of Tennessee-Knoxville,Knoxville,1996,18725.0,1,1,4,5,,,,,6297.0,,,,,,,,,,,0.4968,0.5032,,,,,,,,,,,,,,10.0,2.0,,,0.8333333333333334
221999,00353500,Vanderbilt University,Nashville,1996,5780.0,1,1,4,5,,,,,7298.0,,,,,,,,,,,0.4817,0.5183,,,,,,,,,,,,,,2.0,9.0,,,0.18181818181818182
223232,00354500,Baylor University,Waco,1996,10395.0,1,1,4,6,,,,,5699.0,,,,,,,,,,,0.5642,0.4358,,,,,,,,,,,,,,4.0,7.0,,,0.36363636363636365
225247,00357100,Hardin-Simmons University,Abilene,1996,1931.0,1,1,4,6,,,,,4003.0,,,,,,,,,,,0.5111,0.4889,,,,,,,,,,,,,,8.0,2.0,,(Div III play not counted),0.8
225511,00365200,University of Houston,Houston,1996,21522.0,1,1,4,6,,,,,6305.0,,,,,,,,,,,0.5223,0.4777,,,,,,,,,,,,,,7.0,5.0,,,0.5833333333333334
227216,00359400,University of North Texas,Denton,1996,18672.0,1,1,4,6,,,,,5424.0,,,,,,,,,,,0.5156,0.4844,,,,,,,,,,,,,,5.0,6.0,,,0.45454545454545453
227757,00360400,Rice University,Houston,1996,2640.0,1,1,4,6,,,,,8062.0,,,,,,,,,,,0.4553,0.5447,,,,,,,,,,,,,,7.0,4.0,,,0.6363636363636364
228246,00361300,Southern Methodist University,Dallas,1996,5214.0,1,1,4,6,,,,,6636.0,,,,,,,,,,,0.5334,0.4666,,,,,,,,,,,,,,5.0,6.0,,,0.45454545454545453
228459,00361500,Texas State University,San Marcos,1996,17677.0,1,1,4,6,,,,,4818.0,,,,,,,,,,,0.5436,0.4564,,,,,,,,,,,,,,5.0,6.0,,(I-AA play not counted),0.45454545454545453
228875,00363600,Texas Christian University,Fort Worth,1996,5587.0,1,1,4,6,,,,,6237.0,,,,,,,,,,,0.5924,0.4076,,,,,,,,,,,,,,4.0,7.0,,,0.36363636363636365
229115,00364400,Texas Tech University,Lubbock,1996,20419.0,1,1,4,6,,,,,5647.0,,,,,,,,,,,0.4584,0.5416,,,,,,,,,,,,,,8.0,5.0,,,0.6153846153846154
229115,00364400,Texas Tech University,Lubbock,1996,20419.0,1,1,4,6,,,,,5647.0,,,,,,,,,,,0.4584,0.5416,,,,,,,,,,,,,,2.0,9.0,,,0.18181818181818182
229115,00364400,Texas Tech University,Lubbock,1996,20419.0,1,1,4,6,,,,,5647.0,,,,,,,,,,,0.4584,0.5416,,,,,,,,,,,,,,6.0,6.0,,,0.5
229115,00364400,Texas Tech University,Lubbock,1996,20419.0,1,1,4,6,,,,,5647.0,,,,,,,,,,,0.4584,0.5416,,,,,,,,,,,,,,7.0,5.0,,,0.5833333333333334
229115,00364400,Texas Tech University,Lubbock,1996,20419.0,1,1,4,6,,,,,5647.0,,,,,,,,,,,0.4584,0.5416,,,,,,,,,,,,,,1.0,9.0,,(Div II play not counted),0.1
230038,00367000,Brigham Young University,Provo,1996,28418.0,1,1,4,7,,,,,5815.0,,,,,,,,,,,0.5254,0.4746,,,,,,,,,,,,,,14.0,1.0,,,0.9333333333333333
230728,00367700,Utah State University,Logan,1996,16703.0,1,1,4,7,,,,,5120.0,,,,,,,,,,,0.526,0.474,,,,,,,,,,,,,,6.0,5.0,,,0.5454545454545454
230764,00367500,University of Utah,Salt Lake City,1996,19979.0,1,1,4,7,,,,,6208.0,,,,,,,,,,,0.4641,0.5359,,,,,,,,,,,,,,8.0,4.0,,,0.6666666666666666
233374,00374400,University of Richmond,University of Richmond,1996,3245.0,1,1,4,5,,,,,7078.0,,,,,,,,,,,0.5205,0.4795,,,,,,,,,,,,,,2.0,9.0,,(I-AA play not counted),0.18181818181818182
234085,00375300,Virginia Military Institute,Lexington,1996,1218.0,1,1,3,5,,,,,5557.0,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,7.0,5.0,,,0.5833333333333334
236939,00380000,Washington State University,Pullman,1996,16317.0,1,1,4,8,,,,,5600.0,,,,,,,,,,,0.4953,0.5047,,,,,,,,,,,,,,5.0,6.0,,,0.45454545454545453
237525,00381500,Marshall University,Huntington,1996,10632.0,1,1,4,5,,,,,4709.0,,,,,,,,,,,0.5266,0.4734,,,,,,,,,,,,,,15.0,0.0,,(I-AA play not counted),1.0
238032,00382700,West Virginia University,Morgantown,1996,14897.0,1,1,4,5,,,,,5481.0,,,,,,,,,,,0.4725,0.5275,,,,,,,,,,,,,,8.0,4.0,,,0.6666666666666666
240444,00389500,University of Wisconsin-Madison,Madison,1996,26644.0,1,1,4,3,,,,,6909.0,,,,,,,,,,,0.5223,0.4777,,,,,,,,,,,,,,8.0,5.0,,,0.6153846153846154
240727,00393200,University of Wyoming,Laramie,1996,8620.0,1,1,4,7,,,,,5226.0,,,,,,,,,,,0.5153,0.4847,,,,,,,,,,,,,,10.0,2.0,,,0.8333333333333334
243744,00130500,Stanford University,Stanford,1996,6351.0,1,1,4,8,,,,,10290.0,,,,,,,,,,,0.496,0.504,,,,,,,,,,,,,,7.0,5.0,,,0.5833333333333334
243780,00182500,Purdue University-Main Campus,West Lafayette,1996,29269.0,1,1,4,3,,,,,6828.0,,,,,,,,,,,0.4229,0.5771,,,,,,,,,,,,,,3.0,8.0,,,0.2727272727272727
100663,00105200,University of Alabama at Birmingham,Birmingham,1997,10181.0,1,2,4,5,,,,,6101.0,,,,,,,,,,,0.5557,0.4443,,,,,0.3319,,,,,,,,,4.0,7.0,,,0.36363636363636365
100858,00100900,Auburn University,Auburn,1997,18171.0,1,1,4,5,,,,,5660.0,,,,,,,,,,,0.4786,0.5214,,,,,0.6505,,,,,,,,,10.0,3.0,,,0.7692307692307693
104151,00108100,Arizona State University Campus Immersion,Tempe,1997,32537.0,1,3,4,6,,,,,6566.0,,,,,,,,,,,0.5123,0.4877,,,,,0.4843,,,,,,,,,7.0,5.0,,,0.5833333333333334
104151,00108100,Arizona State University Campus Immersion,Tempe,1997,32537.0,1,3,4,6,,,,,6566.0,,,,,,,,,,,0.5123,0.4877,,,,,0.4843,,,,,,,,,9.0,3.0,,,0.75
106397,00110800,University of Arkansas,Fayetteville,1997,11483.0,1,1,4,5,,,,,5748.0,,,,,,,,,,,0.478,0.522,,,,,0.4186,,,,,,,,,4.0,7.0,,,0.36363636363636365
106458,00109000,Arkansas State University,Jonesboro,1997,8983.0,1,3,4,5,,,,,4808.0,,,,,,,,,,,0.5602,0.4398,,,,,0.2827,,,,,,,,,2.0,9.0,,,0.18181818181818182
110635,00131200,University of California-Berkeley,Berkeley,1997,21618.0,1,1,4,8,,,,,8539.0,,,,,,,,,,,0.4957,0.5043,,,,,0.8053,,,,,,,,,3.0,8.0,,,0.2727272727272727
122409,00115100,San Diego State University,San Diego,1997,24899.0,1,1,4,8,,,,,6730.0,,,,,,,,,,,0.5513,0.4487,,,,,0.3562,,,,,,,,,5.0,7.0,,,0.4166666666666667
122755,00115500,San Jose State University,San Jose,1997,21151.0,1,1,4,8,,,,,6717.0,,,,,,,,,,,0.5159,0.4841,,,,,0.3422,,,,,,,,,4.0,7.0,,,0.36363636363636365
123961,00132800,University of Southern California,Los Angeles,1997,14782.0,1,1,4,8,,,,,8045.0,,,,,,,,,,,0.4821,0.5179,,,,,0.6861,,,,,,,,,6.0,5.0,,,0.5454545454545454
126818,00135000,Colorado State University-Fort Collins,Fort Collins,1997,18227.0,1,1,4,7,,,,,6768.0,,,,,,,,,,,0.5062,0.4938,,,,,0.5787,,,,,,,,,12.0,1.0,,,0.9230769230769231
127741,00134900,University of Northern Colorado,Greeley,1997,8736.0,1,1,4,7,,,,,5049.0,,,,,,,,,,,0.5886,0.4114,,,,,0.4118,,,,,,,,,5.0,6.0,,,0.45454545454545453
127741,00134900,University of Northern Colorado,Greeley,1997,8736.0,1,1,4,7,,,,,5049.0,,,,,,,,,,,0.5886,0.4114,,,,,0.4118,,,,,,,,,3.0,8.0,,(Div II play not counted),0.2727272727272727
127741,00134900,University of Northern Colorado,Greeley,1997,8736.0,1,1,4,7,,,,,5049.0,,,,,,,,,,,0.5886,0.4114,,,,,0.4118,,,,,,,,,13.0,2.0,,(Div II play not counted),0.8666666666666667
128328,00136900,United States Air Force Academy,USAF Academy,1997,4096.0,1,1,3,0,,,,,,,,,,,,,,,,0.1626,0.8374,,,,,0.7914,,,,,,,,,10.0,3.0,,,0.7692307692307693
129020,00141700,University of Connecticut,Storrs,1997,13204.0,1,1,4,1,,,,,7975.0,,,,,,,,,,,0.5198,0.4802,,,,,0.6098,,,,,,,,,7.0,4.0,,(I-AA play not counted),0.6363636363636364
130794,00142600,Yale University,New Haven,1997,5355.0,1,1,4,1,,,,,9162.0,,,,,,,,,,,0.4941,0.5059,,,,,0.9566,,,,,,,,,2.0,8.0,,(I-AA play not counted),0.2
131496,00144500,Georgetown University,Washington,1997,5883.0,1,1,4,2,,,,,7958.0,,,,,,,,,,,0.5317,0.4683,,,,,0.8941,,,,,,,,,8.0,3.0,,(I-AA play not counted),0.7272727272727273
132903,00395400,University of Central Florida,Orlando,1997,22850.0,1,1,4,5,,,,,5834.0,,,,,,,,,,,0.5419,0.4581,,,,,0.501,,,,,,,,,5.0,6.0,,,0.45454545454545453
134097,00148900,Florida State University,Tallahassee,1997,22801.0,1,1,4,5,,,,,6347.0,,,,,,,,,,,0.5472,0.4528,,,,,0.6454,,,,,,,,,10.0,2.0,,,0.8333333333333334
134097,00148900,Florida State University,Tallahassee,1997,22801.0,1,1,4,5,,,,,6347.0,,,,,,,,,,,0.5472,0.4528,,,,,0.6454,,,,,,,,,11.0,1.0,,,0.9166666666666666
134097,00148900,Florida State University,Tallahassee,1997,22801.0,1,1,4,5,,,,,6347.0,,,,,,,,,,,0.5472,0.4528,,,,,0.6454,,,,,,,,,5.0,6.0,,,0.45454545454545453
139940,00157400,Georgia State University,Atlanta,1997,16276.0,1,1,4,5,,,,,6842.0,,,,,,,,,,,0.607,0.393,,,,,0.2493,,,,,,,,,10.0,2.0,,,0.8333333333333334
139940,00157400,Georgia State University,Atlanta,1997,16276.0,1,1,4,5,,,,,6842.0,,,,,,,,,,,0.607,0.393,,,,,0.2493,,,,,,,,,7.0,5.0,,,0.5833333333333334
141574,00161000,University of Hawaii at Manoa,Honolulu,1997,11782.0,1,1,4,8,,,,,6778.0,,,,,,,,,,,0.5368,0.4632,,,,,0.5506,,,,,,,,,3.0,9.0,,,0.25
142115,00161600,Boise State University,Boise,1997,11979.0,1,1,4,7,,,,,4990.0,,,,,,,,,,,0.5721,0.4279,,,,,0.2683,,,,,,,,,4.0,7.0,,,0.36363636363636365
142285,00162600,University of Idaho,Moscow,1997,7821.0,1,1,4,7,,,,,5477.0,,,,,,,,,,,0.4517,0.5483,,,,,0.491,,,,,,,,,5.0,6.0,,,0.45454545454545453
144050,00177400,University of Chicago,Chicago,1997,3684.0,1,1,4,3,,,,,9370.0,,,,,,,,,,,0.4669,0.5331,,,,,0.8339,,,,,,,,,5.0,4.0,,(Division III play not counted),0.5555555555555556
145637,00177500,University of Illinois Urbana-Champaign,Champaign,1997,26391.0,1,1,4,3,,,,,7679.0,,,,,,,,,,,0.4684,0.5316,,,,,0.7676,,,,,,,,,0.0,11.0,,,0.0
147703,00173700,Northern Illinois University,Dekalb,1997,15827.0,1,1,4,3,,,,,5645.0,,,,,,,,,,,0.5391,0.4609,,,,,0.4967,,,,,,,,,0.0,11.0,,,0.0
147767,00173900,Northwestern University,Evanston,1997,7619.0,1,1,4,3,,,,,9264.0,,,,,,,,,,,0.5166,0.4834,,,,,0.9039,,,,,,,,,5.0,7.0,,,0.4166666666666667
150136,00178600,Ball State University,Muncie,1997,16917.0,1,1,4,3,,,,,5215.0,,,,,,,,,,,0.5288,0.4712,,,,,0.5442,,,,,,,,,5.0,6.0,,,0.45454545454545453
151351,00180900,Indiana University-Bloomington,Bloomington,1997,25852.0,1,1,4,3,,,,,6681.0,,,,,,,,,,,0.5429,0.4571,,,,,0.6709,,,,,,,,,2.0,9.0,,,0.18181818181818182
152080,00184000,University of Notre Dame,Notre Dame,1997,7829.0,1,1,4,3,,,,,8237.0,,,,,,,,,,,0.4483,0.5517,,,,,0.9346,,,,,,,,,7.0,6.0,,,0.5384615384615384
152390,00183600,Saint Mary's College,Notre Dame,1997,1287.0,1,1,3,3,,,,,5113.0,,,,,,,,,,,1.0,0.0,,,,,0.752,,,,,,,,,4.0,6.0,,(I-AA play not counted),0.4
153269,00186000,Drake University,Des Moines,1997,3417.0,1,1,4,4,,,,,6048.0,,,,,,,,,,,0.6116,0.3884,,,,,0.6828,,,,,,,,,8.0,3.0,,(I-AA play not counted),0.7272727272727273
153384,00186800,Grinnell College,Grinnell,1997,1318.0,1,1,3,4,,,,,6809.0,,,,,,,,,,,0.5584,0.4416,,,,,0.8426,,,,,,,,,5.0,5.0,,(Div III play not counted),0.5
153603,00186900,Iowa State University,Ames,1997,20717.0,1,1,4,4,,,,,7057.0,,,,,,,,,,,0.4344,0.5656,,,,,0.6007,,,,,,,,,7.0,5.0,,,0.5833333333333334
153603,00186900,Iowa State University,Ames,1997,20717.0,1,1,4,4,,,,,7057.0,,,,,,,,,,,0.4344,0.5656,,,,,0.6007,,,,,,,,,2.0,9.0,,,0.18181818181818182
155399,00192800,Kansas State University,Manhattan,1997,8416.0,1,2,4,4,,,,,5588.0,,,,,,,,,,,0.466,0.534,,,,,0.4533,,,,,,,,1.0,6.0,6.0,,,0.5
155399,00192800,Kansas State University,Manhattan,1997,8416.0,1,2,4,4,,,,,5588.0,,,,,,,,,,,0.466,0.534,,,,,0.4533,,,,,,,,1.0,6.0,5.0,,,0.5454545454545454
155399,00192800,Kansas State University,Manhattan,1997,8416.0,1,2,4,4,,,,,5588.0,,,,,,,,,,,0.466,0.534,,,,,0.4533,,,,,,,,1.0,11.0,1.0,,,0.9166666666666666
155399,00192800,Kansas State University,Manhattan,1997,8416.0,1,2,4,4,,,,,5588.0,,,,,,,,,,,0.466,0.534,,,,,0.4533,,,,,,,,1.0,9.0,3.0,,,0.75
155399,00192800,Kansas State University,Manhattan,1997,8416.0,1,2,4,4,,,,,5588.0,,,,,,,,,,,0.466,0.534,,,,,0.4533,,,,,,,,1.0,9.0,3.0,,(Div II play not counted),0.75
157289,00199900,University of Louisville,Louisville,1997,12931.0,1,1,4,5,,,,,6057.0,,,,,,,,,,,0.5283,0.4717,,,,,0.2868,,,,,,,,,1.0,10.0,,,0.09090909090909091
157951,00200200,Western Kentucky University,Bowling Green,1997,12018.0,1,1,4,5,,,,,5210.0,,,,,,,,,,,0.5756,0.4244,,,,,0.3593,,,,,,,,,5.0,6.0,,,0.45454545454545453
159391,00201000,Louisiana State University and Agricultural & Mechanical College,Baton Rouge,1997,21216.0,1,1,4,5,,,,,5819.0,,,,,,,,,,,0.5115,0.4885,,,,,0.4716,,,,,,,,,9.0,3.0,,,0.75
159647,00200800,Louisiana Tech University,Ruston,1997,7625.0,1,1,4,5,,,,,5148.0,,,,,,,,,,,0.4733,0.5267,,,,,0.3495,,,,,,,,,5.0,2.0,,(Div III play not counted),0.7142857142857143
159647,00200800,Louisiana Tech University,Ruston,1997,7625.0,1,1,4,5,,,,,5148.0,,,,,,,,,,,0.4733,0.5267,,,,,0.3495,,,,,,,,,5.0,7.0,,,0.4166666666666667
159647,00200800,Louisiana Tech University,Ruston,1997,7625.0,1,1,4,5,,,,,5148.0,,,,,,,,,,,0.4733,0.5267,,,,,0.3495,,,,,,,,,9.0,2.0,,,0.8181818181818182
159647,00200800,Louisiana Tech University,Ruston,1997,7625.0,1,1,4,5,,,,,5148.0,,,,,,,,,,,0.4733,0.5267,,,,,0.3495,,,,,,,,,7.0,5.0,,,0.5833333333333334
160658,00203100,University of Louisiana at Lafayette,Lafayette,1997,14726.0,1,1,4,5,,,,,5315.0,,,,,,,,,,,0.5621,0.4379,,,,,0.2417,,,,,,,,1.0,3.0,8.0,,(I-AA play not counted),0.2727272727272727
160755,00202900,Tulane University of Louisiana,New Orleans,1997,6609.0,1,1,4,5,,,,,7384.0,,,,,,,,,,,0.5164,0.4836,,,,,0.7414,,,,,,,,,1.0,10.0,,,0.09090909090909091
160755,00202900,Tulane University of Louisiana,New Orleans,1997,6609.0,1,1,4,5,,,,,7384.0,,,,,,,,,,,0.5164,0.4836,,,,,0.7414,,,,,,,,,7.0,4.0,,,0.6363636363636364
163286,00210300,University of Maryland-College Park,College Park,1997,23304.0,1,1,4,2,,,,,6989.0,,,,,,,,,,,0.4829,0.5171,,,,,0.6279,,,,,,,,,2.0,9.0,,,0.18181818181818182
164924,00212800,Boston College,Chestnut Hill,1997,9900.0,1,1,4,1,,,,,8167.0,,,,,,,,,,,0.5309,0.4691,,,,,0.8465,,,,,,,,,4.0,7.0,,,0.36363636363636365
164988,00213000,Boston University,Boston,1997,15394.0,1,2,4,1,,,,,6956.0,,,,,,,,,,,0.5742,0.4258,,,,,0.6894,,,,,,,,,1.0,10.0,,(I-AA play not counted),0.09090909090909091
166027,00215500,Harvard University,Cambridge,1997,3547.0,1,1,4,1,,,,,10452.0,,,,,,,,,,,0.4655,0.5345,,,,,0.9665,,,,,,,,,9.0,1.0,,(I-AA play not counted),0.9
166124,00214100,College of the Holy Cross,Worcester,1997,2710.0,1,1,3,1,,,,,6614.0,,,,,,,,,,,0.5317,0.4683,,,,,0.9011,,,,,,,,,3.0,8.0,,(I-AA play not counted),0.2727272727272727
166124,00214100,College of the Holy Cross,Worcester,1997,2710.0,1,1,3,1,,,,,6614.0,,,,,,,,,,,0.5317,0.4683,,,,,0.9011,,,,,,,,,6.0,5.0,,(I-AA play not counted),0.5454545454545454
169248,00224300,Central Michigan University,Mount Pleasant,1997,16236.0,1,1,4,3,,,,,6043.0,,,,,,,,,,,0.5802,0.4198,,,,,0.5365,,,,,,,,,2.0,9.0,,,0.18181818181818182
169248,00224300,Central Michigan University,Mount Pleasant,1997,16236.0,1,1,4,3,,,,,6043.0,,,,,,,,,,,0.5802,0.4198,,,,,0.5365,,,,,,,,,6.0,3.0,,(Div III play not counted),0.6666666666666666
169798,00225900,Eastern Michigan University,Ypsilanti,1997,17528.0,1,1,4,3,,,,,5645.0,,,,,,,,,,,0.5952,0.4048,,,,,0.3683,,,,,,,,,4.0,7.0,,,0.36363636363636365
169798,00225900,Eastern Michigan University,Ypsilanti,1997,17528.0,1,1,4,3,,,,,5645.0,,,,,,,,,,,0.5952,0.4048,,,,,0.3683,,,,,,,,,12.0,0.0,,,1.0
171100,00229000,Michigan State University,East Lansing,1997,33032.0,1,1,4,3,,,,,6965.0,,,,,,,,,,,0.5275,0.4725,,,,,0.6622,,,,,,,,,7.0,5.0,,,0.5833333333333334
172699,00233000,Western Michigan University,Kalamazoo,1997,19894.0,1,1,4,3,,,,,6176.0,,,,,,,,,,,0.5385,0.4615,,,,,0.5216,,,,,,,,,8.0,3.0,,,0.7272727272727273
174066,00396900,University of Minnesota-Twin Cities,Minneapolis,1997,26072.0,1,1,4,4,,,,,7596.0,,,,,,,,,,,0.5121,0.4879,,,,,0.5225,,,,,,,,,3.0,9.0,,,0.25
176080,00242300,Mississippi State University,Mississippi State,1997,12527.0,1,1,4,5,,,,,5401.0,,,,,,,,,,,0.4383,0.5617,,,,,0.4863,,,,,,,,,7.0,4.0,,,0.6363636363636364
176372,00244100,University of Southern Mississippi,Hattiesburg,1997,11821.0,1,1,4,5,,,,,5494.0,,,,,,,,,,,0.593,0.407,,,,,0.3962,,,,,,,,,8.0,4.0,,,0.6666666666666666
176372,00244100,University of Southern Mississippi,Hattiesburg,1997,11821.0,1,1,4,5,,,,,5494.0,,,,,,,,,,,0.593,0.407,,,,,0.3962,,,,,,,,,9.0,3.0,,,0.75
178396,00251600,University of Missouri-Columbia,Columbia,1997,17012.0,1,1,4,4,,,,,6709.0,,,,,,,,,,,0.5261,0.4739,,,,,0.5748,,,,,,,,,4.0,6.0,,(I-AA play not counted),0.4
178396,00251600,University of Missouri-Columbia,Columbia,1997,17012.0,1,1,4,4,,,,,6709.0,,,,,,,,,,,0.5261,0.4739,,,,,0.5748,,,,,,,,,7.0,5.0,,,0.5833333333333334
180461,00253200,Montana State University,Bozeman,1997,10287.0,1,1,4,7,,,,,5428.0,,,,,,,,,,,0.4443,0.5557,,,,,0.4415,,,,,,,,,7.0,3.0,,(I-AA play not counted),0.7
180461,00253200,Montana State University,Bozeman,1997,10287.0,1,1,4,7,,,,,5428.0,,,,,,,,,,,0.4443,0.5557,,,,,0.4415,,,,,,,,,5.0,5.0,,(I-AA play not counted),0.5
181464,00256500,University of Nebraska-Lincoln,Lincoln,1997,18179.0,1,1,4,4,,,,,6430.0,,,,,,,,,,,0.4653,0.5347,,,,,0.4669,,,,,,,,,13.0,0.0,,,1.0
182281,00256900,University of Nevada-Las Vegas,Las Vegas,1997,14237.0,1,1,4,8,,,,,6188.0,,,,,,,,,,,0.5328,0.4672,,,,,0.3746,,,,,,,,,3.0,8.0,,,0.2727272727272727
182290,00256800,University of Nevada-Reno,Reno,1997,8428.0,1,1,4,8,,,,,6768.0,,,,,,,,,,,0.5316,0.4684,,,,,0.383,,,,,,,,,5.0,6.0,,,0.45454545454545453
182670,00257300,Dartmouth College,Hanover,1997,3932.0,1,1,4,1,,,,,7890.0,,,,,,,,,,,0.4797,0.5203,,,,,0.9364,,,,,,,,,8.0,2.0,,(I-AA play not counted),0.8
186131,00262700,Princeton University,Princeton,1997,4600.0,1,1,4,2,,,,,9629.0,,,,,,,,,,,0.4654,0.5346,,,,,0.9581,,,,,,,,,6.0,4.0,,(I-AA play not counted),0.6
186380,00262903,Rutgers University-New Brunswick,New Brunswick,1997,25883.0,0,3,4,2,,,,,7667.0,,,,,,,,,,,0.5344,0.4656,,,,,0.7334,,,,,,,,,0.0,11.0,,,0.0
188030,00265700,New Mexico State University-Main Campus,Las Cruces,1997,11136.0,1,5,4,6,,,,,5333.0,,,,,,,,,,,0.5177,0.4823,,,,,0.3949,,,,,,,,,9.0,4.0,,,0.6923076923076923
188030,00265700,New Mexico State University-Main Campus,Las Cruces,1997,11136.0,1,5,4,6,,,,,5333.0,,,,,,,,,,,0.5177,0.4823,,,,,0.3949,,,,,,,,,2.0,9.0,,,0.18181818181818182
190099,00270100,Colgate University,Hamilton,1997,2892.0,1,1,4,2,,,,,7329.0,,,,,,,,,,,0.5083,0.4917,,,,,0.8487,,,,,,,,,7.0,4.0,,(I-AA play not counted),0.6363636363636364
190415,002711A1,Cornell University,Ithaca,1997,7939.0,0,2,4,2,,,,,7940.0,,,,,,,,,,,0.4164,0.5836,,,,,0.8973,,,,,,,,,6.0,4.0,,(I-AA play not counted),0.6
191241,00272200,Fordham University,Bronx,1997,5925.0,1,1,4,2,,,,,7402.0,,,,,,,,,,,0.5851,0.4149,,,,,0.771,,,,,,,,,5.0,6.0,,(I-AA play not counted),0.45454545454545453
196088,00283700,University at Buffalo,Buffalo,1997,14723.0,1,1,4,2,,,,,7006.0,,,,,,,,,,,0.4603,0.5397,,,,,0.5825,,,,,,,,,2.0,9.0,,(I-AA Play not counted),0.18181818181818182
196413,00288200,Syracuse University,Syracuse,1997,11331.0,1,1,4,2,,,,,6408.0,,,,,,,,,,,0.5384,0.4616,,,,,0.688,,,,,,,,,9.0,4.0,,,0.6923076923076923
198385,00291800,Davidson College,Davidson,1997,1623.0,1,1,3,5,,,,,6378.0,,,,,,,,,,,0.4911,0.5089,,,,,0.8917,,,,,,,,,3.0,8.0,,(I-AA play not counted),0.2727272727272727
198419,00292000,Duke University,Durham,1997,6245.0,1,1,4,5,,,,,7039.0,,,,,,,,,,,0.4873,0.5127,,,,,0.9226,,,,,,,,,2.0,9.0,,,0.18181818181818182
198464,00292300,East Carolina University,Greenville,1997,14714.0,1,1,4,5,,,,,5324.0,,,,,,,,,,,0.5767,0.4233,,,,,0.4812,,,,,,,,,5.0,6.0,,,0.45454545454545453
199193,00297200,North Carolina State University at Raleigh,Raleigh,1997,19235.0,1,1,4,5,,,,,6762.0,,,,,,,,,,,0.3953,0.6047,,,,,0.6365,,,,,,,,,11.0,1.0,,,0.9166666666666666
199193,00297200,North Carolina State University at Raleigh,Raleigh,1997,19235.0,1,1,4,5,,,,,6762.0,,,,,,,,,,,0.3953,0.6047,,,,,0.6365,,,,,,,,,6.0,5.0,,,0.5454545454545454
199847,00297800,Wake Forest University,Winston-Salem,1997,3800.0,1,1,4,5,,,,,6853.0,,,,,,,,,,,0.5026,0.4974,,,,,0.8471,,,,,,,,,5.0,6.0,,,0.45454545454545453
200800,00312300,University of Akron Main Campus,Akron,1997,16363.0,1,2,4,3,,,,,5978.0,,,,,,,,,,,0.534,0.466,,,,,0.3749,,,,,,,,1.0,2.0,9.0,,,0.18181818181818182
201441,00301800,Bowling Green State University-Main Campus,Bowling Green,1997,14535.0,1,2,4,3,,,,,5724.0,,,,,,,,,,,0.5695,0.4305,,,,,0.596,,,,,,,,,3.0,8.0,,,0.2727272727272727
201885,00312500,University of Cincinnati-Main Campus,Cincinnati,1997,19700.0,1,3,4,3,,,,,6767.0,,,,,,,,,,,0.4716,0.5284,,,,,0.4062,,,,,,,,,8.0,4.0,,,0.6666666666666666
202480,00312700,University of Dayton,Dayton,1997,6492.0,1,1,4,3,,,,,6055.0,,,,,,,,,,,0.5088,0.4912,,,,,0.7098,,,,,,,,,9.0,1.0,,(I-AA play not counted),0.9
203517,00305100,Kent State University at Kent,Kent,1997,15997.0,1,8,4,3,,,,,6120.0,,,,,,,,,,,0.5763,0.4237,,,,,0.4476,,,,,,,,,3.0,8.0,,,0.2727272727272727
204796,00309000,Ohio State University-Main Campus,Columbus,1997,35418.0,1,6,4,3,,,,,7138.0,,,,,,,,,,,0.4794,0.5206,,,,,0.5663,,,,,,,,,8.0,3.0,,,0.7272727272727273
204796,00309000,Ohio State University-Main Campus,Columbus,1997,35418.0,1,6,4,3,,,,,7138.0,,,,,,,,,,,0.4794,0.5206,,,,,0.5663,,,,,,,,,10.0,3.0,,,0.7692307692307693
